Alphafold,ted_id,uniprot_acc,md5_domain,consensus_level,chopping,nres_domain,num_segments,plddt,num_helix_strand_turn,num_helix,num_strand,num_helix_strand,num_turn,proteome_id,cath_label,cath_assignment_level,cath_assignment_method,packing_density,norm_rg,tax_common_name,tax_scientific_name,tax_lineage,interactions
P41212,AF-P41212-F1-model_v4_TED01,P41212,198810050884ea60989acc04e6033399,high,51-123,73,1,87.1038,11,6,0,6,5,9606,1.10.150.50,H,foldseek,12.059,0.281,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P41212,AF-P41212-F1-model_v4_TED02,P41212,9e9d26f18b2e008631c945bcc278d011,high,340-444,105,1,88.2818,20,6,4,10,10,9606,1.10.10.10,H,foldseek,12.78,0.299,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q16288,AF-Q16288-F1-model_v4_TED01,Q16288,bc2a97bbef40c715f9bc68b49cba66f5,high,36-56_73-200,149,2,89.5099,34,6,11,17,16,9606,3.80.10.10,H,foldseek,12.339,0.291,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q16288,AF-Q16288-F1-model_v4_TED02,Q16288,235bfa15f79f805dcac33d30c4437d65,medium,207-299,93,1,87.9552,16,1,7,8,7,9606,2.60.40.10,H,foldseek,11.911,0.314,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q16288,AF-Q16288-F1-model_v4_TED03,Q16288,1d00d27bc70fa88ca83650b9791cdbf4,medium,313-392,80,1,90.8399,19,1,8,9,10,9606,2.60.40.10,H,foldseek,10.5,0.304,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q16288,AF-Q16288-F1-model_v4_TED04,Q16288,ebff583dc8e8c865a1d7f50e19403612,medium,529-619,91,1,84.0535,12,2,5,7,5,9606,3.30.200.20,H,foldseek,11.5,0.278,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q16288,AF-Q16288-F1-model_v4_TED05,Q16288,4c90c44fbbd77d362387d5d309fda60c,medium,622-639_649-832,202,2,83.8479,33,12,4,16,14,9606,1.10.510.10,H,foldseek,11.61,0.295,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q9BXW9,AF-Q9BXW9-F1-model_v4_TED01,Q9BXW9,a3ca68e98a086786046c20d3f41c5962,medium,41-123_130-188,142,2,85.1318,19,8,3,11,7,9606,-,-,-,12.109,0.273,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9BXW9,AF-Q9BXW9-F1-model_v4_TED02,Q9BXW9,0555334e5bb00042000c67cc7fe0bbeb,medium,467-590_603-645,167,2,88.684,12,10,0,10,1,9606,1.25.10,T,foldseek,12.712,0.302,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9BXW9,AF-Q9BXW9-F1-model_v4_TED03,Q9BXW9,42e21e0770549687310e3c2126ce3993,medium,646-709_725-827,167,2,86.387,23,7,4,11,8,9606,-,-,-,11.674,0.293,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9BXW9,AF-Q9BXW9-F1-model_v4_TED04,Q9BXW9,c58aefb9c9f257aa9e8c160d6b0a3dbe,medium,1224-1397,174,1,84.4888,13,7,0,7,6,9606,1.10.357,T,foldclass,12.274,0.296,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O00712,AF-O00712-F1-model_v4_TED01,O00712,9ce3adb7e5d7b7375f3dd320913b5d1b,high,6-172,167,1,93.5719,29,10,4,14,14,9606,3.90.520.10,H,foldseek,12.403,0.32,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
P42771,AF-P42771-F1-model_v4_TED01,P42771,e33464852a6d766e24c3aaf15a6683ae,medium,11-69,59,1,80.9881,9,4,0,4,4,9606,1.25.40.20,H,foldseek,11.263,0.291,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P42771,AF-P42771-F1-model_v4_TED02,P42771,8421e824238b2bfe994b1ebc02d6dbfe,medium,71-137,67,1,80.9472,9,4,0,4,4,9606,1.25.40.20,H,foldseek,10.763,0.294,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q8N726,AF-Q8N726-F1-model_v4_TED01,Q8N726,5608854017ec47b222cf58451681ce9e,medium,2-32,31,1,78.8542,3,0,2,2,1,9606,-,-,-,7.684,0.41,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q01543,AF-Q01543-F1-model_v4_TED01,Q01543,028bba3e80d552d211f674f20a43eab6,high,125-200,76,1,88.0053,8,6,0,6,2,9606,1.10.150.50,H,foldseek,12.212,0.276,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q01543,AF-Q01543-F1-model_v4_TED02,Q01543,1211c6d45be53e66f5139a5398be4a0c,high,274-368,95,1,92.0366,19,6,4,10,9,9606,1.10.10.10,H,foldseek,11.415,0.291,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P50148,AF-P50148-F1-model_v4_TED01,P50148,3440d029d18325d6c1dd702c05cd0862,medium,44-66_186-349,187,2,94.6942,30,8,5,13,17,9606,3.40.50.300,H,foldseek,11.966,0.303,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P50148,AF-P50148-F1-model_v4_TED02,P50148,2200494229fe63faa7f8785683799bc9,medium,68-180,113,1,97.7727,13,7,0,7,6,9606,1.10.400.10,H,foldseek,12.044,0.3,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P10721,AF-P10721-F1-model_v4_TED01,P10721,d0363f5d4c872ace596672790fbf171b,medium,39-113,75,1,94.2704,16,1,7,8,8,9606,2.60.40.10,H,foldseek,11.267,0.264,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P10721-F1-model_v4', 'ted_id1': 'AF-P10721-F1-model_v4_TED01', 'ted_id2': 'AF-P10721-F1-model_v4_TED02', 'pae_score': 6.0, 'id': 30371923}]"
P10721,AF-P10721-F1-model_v4_TED02,P10721,708e3682d6b500d1927f2f3645e85a83,medium,126-206,81,1,94.1862,20,1,6,7,12,9606,2.60.40.10,H,foldseek,11.083,0.285,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P10721-F1-model_v4', 'ted_id1': 'AF-P10721-F1-model_v4_TED01', 'ted_id2': 'AF-P10721-F1-model_v4_TED02', 'pae_score': 6.0, 'id': 30371923}, {'af_id': 'AF-P10721-F1-model_v4', 'ted_id1': 'AF-P10721-F1-model_v4_TED02', 'ted_id2': 'AF-P10721-F1-model_v4_TED03', 'pae_score': 8.0, 'id': 30371924}]"
P10721,AF-P10721-F1-model_v4_TED03,P10721,1de4b203ff5ad770fb747eb47c83cfe1,high,214-309,96,1,92.583,16,1,8,9,7,9606,2.60.40.10,H,foldseek,11.606,0.306,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P10721-F1-model_v4', 'ted_id1': 'AF-P10721-F1-model_v4_TED02', 'ted_id2': 'AF-P10721-F1-model_v4_TED03', 'pae_score': 8.0, 'id': 30371924}, {'af_id': 'AF-P10721-F1-model_v4', 'ted_id1': 'AF-P10721-F1-model_v4_TED03', 'ted_id2': 'AF-P10721-F1-model_v4_TED04', 'pae_score': 14.0, 'id': 30371925}]"
P10721,AF-P10721-F1-model_v4_TED04,P10721,81abee99f53e6075a5797a6699bdc26c,medium,312-508,197,1,83.1457,35,1,16,17,17,9606,2.60.40.10,H,foldseek,11.75,0.437,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P10721-F1-model_v4', 'ted_id1': 'AF-P10721-F1-model_v4_TED03', 'ted_id2': 'AF-P10721-F1-model_v4_TED04', 'pae_score': 14.0, 'id': 30371925}]"
P10721,AF-P10721-F1-model_v4_TED05,P10721,2337cbe2fb814ba5ddd7f54f123306a5,medium,559-681_764-941,301,2,84.7031,52,14,12,26,25,9606,1.10.510.10,H,foldseek,12.104,0.29,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q96BA8,AF-Q96BA8-F1-model_v4_TED01,Q96BA8,8a60a0cefc3c63a6645c892cdac53df1,medium,265-361,97,1,85.9779,3,2,0,2,0,9606,1.20.5,T,foldclass,9.485,0.74,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q96AE4,AF-Q96AE4-F1-model_v4_TED01,Q96AE4,31ec26e9ad4f1af5910bce326b5e1234,high,100-170,71,1,89.0917,11,5,3,8,3,9606,3.30.1370.10,H,foldseek,10.886,0.27,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q96AE4,AF-Q96AE4-F1-model_v4_TED02,Q96AE4,312124fb60601b94c5c8e85871ff9720,high,185-265,81,1,80.5046,13,4,3,7,4,9606,3.30.1370.10,H,foldseek,11.5,0.294,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q96AE4,AF-Q96AE4-F1-model_v4_TED03,Q96AE4,28be4a1619af96b3ddc200b7af65db52,high,276-347,72,1,86.5125,8,5,3,8,0,9606,3.30.1370.10,H,foldseek,11.923,0.284,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q96AE4,AF-Q96AE4-F1-model_v4_TED04,Q96AE4,5fa74db93d1db2558adb716a0ed7bbe9,high,376-452,77,1,82.5971,10,4,3,7,3,9606,3.30.1370.10,H,foldseek,11.125,0.269,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P37173,AF-P37173-F1-model_v4_TED01,P37173,ed3bad0aa0266f012b3fd31118338c69,high,38-147,110,1,86.8335,20,0,8,8,12,9606,2.10.60.10,H,foldseek,11.0,0.287,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P37173,AF-P37173-F1-model_v4_TED02,P37173,40705506371aae5c397f5a9fad8d2b2c,medium,242-327,86,1,92.9909,14,2,5,7,6,9606,3.30.200.20,H,foldseek,11.158,0.287,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P37173,AF-P37173-F1-model_v4_TED03,P37173,d03e41567d1ae14a998cbfc8f595eea7,high,330-550,221,1,94.2041,33,12,4,16,16,9606,1.10.510.10,H,foldseek,12.412,0.305,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q9UKU0,AF-Q9UKU0-F1-model_v4_TED01,Q9UKU0,8425966c88b70737f6693500612eb387,medium,2-47,46,1,66.2096,3,3,0,3,0,9606,-,-,-,9.37,0.411,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9UKU0,AF-Q9UKU0-F1-model_v4_TED02,Q9UKU0,5ee8ccc438ab2206de96c30f66a7f426,high,122-266,145,1,95.8639,16,6,5,11,4,9606,3.40.50.980,H,foldseek,12.453,0.285,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q9UKU0-F1-model_v4', 'ted_id1': 'AF-Q9UKU0-F1-model_v4_TED03', 'ted_id2': 'AF-Q9UKU0-F1-model_v4_TED02', 'pae_score': 17.0, 'id': 3763143}]"
Q9UKU0,AF-Q9UKU0-F1-model_v4_TED03,Q9UKU0,f768da9dc4b723e7f28467f3801b451b,high,561-696,136,1,89.0257,16,6,3,9,7,9606,3.30.300.30,H,foldseek,12.288,0.297,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-Q9UKU0-F1-model_v4', 'ted_id1': 'AF-Q9UKU0-F1-model_v4_TED03', 'ted_id2': 'AF-Q9UKU0-F1-model_v4_TED02', 'pae_score': 17.0, 'id': 3763143}]"
P10275,AF-P10275-F1-model_v4_TED01,P10275,4a39ce9b73dbdf5d94290cf812ac7922,high,570-624,55,1,90.4513,11,2,0,2,9,9606,3.30.50.10,H,foldseek,9.444,0.288,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P10275-F1-model_v4', 'ted_id1': 'AF-P10275-F1-model_v4_TED02', 'ted_id2': 'AF-P10275-F1-model_v4_TED01', 'pae_score': 26.0, 'id': 62159453}]"
P10275,AF-P10275-F1-model_v4_TED02,P10275,0002551c9f2f01e3a78ea6a822652d4f,high,672-915,244,1,93.0902,24,11,4,15,9,9606,1.10.565.10,H,foldseek,12.636,0.312,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P10275-F1-model_v4', 'ted_id1': 'AF-P10275-F1-model_v4_TED02', 'ted_id2': 'AF-P10275-F1-model_v4_TED01', 'pae_score': 26.0, 'id': 62159453}]"
P33176,AF-P33176-F1-model_v4_TED01,P33176,03480520f73954176e2ec964ade9abe5,medium,5-269_295-334,305,2,90.2174,49,9,16,25,23,9606,3.40.850.10,H,foldseek,12.407,0.308,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P33176,AF-P33176-F1-model_v4_TED02,P33176,cf8ba8bce8f61c44862a808517820973,high,337-392,56,1,80.9484,3,3,0,3,0,9606,-,-,-,9.316,0.365,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
