#name	chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	score	name2
NM_001395489.1	chr19	-	49061127	49065035	3	49061127,49063738,49064950,	49062009,49063862,49065035,	0	NTF4
XM_011527991.3	chr19	-	17836042	17847982	14	17836042,17837128,17837931,17838262,17839476,17840229,17841388,17841639,17842315,17843026,17843379,17843776,17844233,17847945,	17836954,17837213,17838063,17838390,17839663,17840341,17841546,17841762,17842610,17843172,17843491,17843900,17844430,17847982,	0	JAK3
NM_012435.3	chr19	-	416588	461033	13	416588,418922,422145,425096,430683,434708,436164,436379,436629,438717,438969,440861,460528,	417322,419056,422456,425231,430747,434865,436291,436431,436683,438837,439030,440932,461033,	0	SHC2
NM_001411150.1	chr19	+	10961029	11062273	35	10961029,10984123,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11039457,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11039553,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
XM_011528198.2	chr19	+	10961029	11062273	37	10961029,10980776,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11039457,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10980852,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11039553,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001128844.3	chr19	+	10961029	11062273	36	10961029,10980776,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10980852,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001128845.2	chr19	+	10984123	11062273	33	10984123,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041297,11058254,11058787,11059752,11060044,11061783,	10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001128846.2	chr19	+	10984123	11062273	33	10984123,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041297,11058257,11058787,11059752,11060044,11061783,	10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001128847.4	chr19	+	10961029	11062273	34	10961029,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001128848.2	chr19	+	10984123	11062273	33	10984123,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11041306,11058257,11058787,11059752,11060044,11061783,	10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001128849.3	chr19	+	10961029	11062273	36	10961029,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11039457,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11039553,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001001415.4	chr19	+	21505601	21540668	4	21505601,21529657,21530588,21536279,	21505774,21529784,21530684,21540668,	0	ZNF429
NM_003072.5	chr19	+	10961029	11062273	35	10961029,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_001346912.2	chr19	+	21505601	21540668	4	21505601,21529676,21530588,21536279,	21506080,21529784,21530684,21540668,	0	ZNF429
NM_001346913.2	chr19	+	21505601	21540668	5	21505601,21505984,21529657,21530588,21536279,	21505774,21506080,21529784,21530684,21540668,	0	ZNF429
NM_001346914.2	chr19	+	21505601	21540668	4	21505601,21529657,21530588,21536279,	21506080,21529784,21530684,21540668,	0	ZNF429
NM_001346915.2	chr19	+	21505601	21540668	5	21505601,21529083,21529657,21530588,21536279,	21505774,21529172,21529784,21530684,21540668,	0	ZNF429
NM_001346916.2	chr19	+	21505601	21540668	3	21505601,21530588,21536279,	21505774,21530684,21540668,	0	ZNF429
NR_144522.2	chr19	+	21505601	21520508	3	21505601,21505984,21518574,	21505774,21506080,21520508,	0	ZNF429
NR_144523.2	chr19	+	21505601	21520508	2	21505601,21518574,	21505774,21520508,	0	ZNF429
NR_144524.2	chr19	+	21505601	21520508	2	21505601,21518574,	21506080,21520508,	0	ZNF429
NR_144525.2	chr19	+	21505601	21507662	3	21505601,21505984,21507519,	21505774,21506080,21507662,	0	ZNF429
NR_144526.2	chr19	+	21505601	21507662	2	21505601,21507519,	21506080,21507662,	0	ZNF429
NM_001387056.1	chr19	-	416588	461033	12	416588,418922,422145,430683,434708,436164,436379,436629,438717,438969,440861,460528,	417322,419056,422456,430747,434865,436291,436431,436683,438837,439030,440932,461033,	0	SHC2
NM_001387283.1	chr19	+	10961029	11062273	36	10961029,10984123,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11033766,11034122,11034913,11039457,11041306,11058254,11058787,11059752,11060044,11061783,	10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11033865,11034200,11035132,11039553,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NR_164683.1	chr19	+	10961029	11062273	36	10961029,10984120,10985272,10986188,10986904,10987665,10989316,10991149,10994827,10996212,10996493,11003028,11003339,11007901,11010380,11012948,11018956,11019590,11021449,11021724,11023517,11024330,11025421,11026299,11027783,11030729,11033289,11034122,11034913,11039700,11041306,11058257,11058787,11059752,11060044,11061783,	10961174,10984373,10985405,10986593,10987003,10987924,10989443,10991323,10995001,10996380,10996544,11003159,11003397,11008023,11010531,11013112,11019023,11019701,11021563,11021967,11023631,11024438,11025508,11026346,11027950,11030893,11033517,11034200,11035132,11039899,11041560,11058363,11058889,11059885,11060187,11062273,	0	SMARCA4
NM_004324.4	chr19	+	48954874	48961798	5	48954874,48955547,48955686,48956197,48960809,	48954962,48955599,48955833,48956333,48961798,	0	BAX
XM_047439945.1	chr20	+	32358330	32439319	11	32358330,32366383,32369014,32428127,32428324,32429337,32431320,32431582,32432879,32433283,32434431,	32358832,32366466,32369123,32428248,32428422,32429431,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_006723727.4	chr20	+	32358330	32439319	12	32358330,32366383,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32358832,32366466,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
NM_015338.6	chr20	+	32358330	32439319	13	32358330,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32358832,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_011528648.4	chr20	+	32358985	32439319	13	32358985,32360709,32366383,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359237,32360806,32366466,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047439940.1	chr20	+	32359064	32439319	12	32359064,32366383,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359334,32366466,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
NM_001363734.1	chr20	+	32359064	32439319	12	32359064,32366383,32367726,32369014,32428127,32428324,32429337,32431320,32431582,32432879,32433283,32434431,	32359334,32366466,32367729,32369123,32428248,32428422,32429431,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_006723728.4	chr20	+	32359064	32439319	13	32359064,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359334,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047439939.1	chr20	+	32359064	32439319	14	32359064,32360797,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359334,32360806,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047439944.1	chr20	+	32359064	32439319	14	32359064,32360793,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359334,32360806,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047439942.1	chr20	+	32359064	32439319	14	32359064,32360709,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359334,32360806,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_006723730.5	chr20	+	32359272	32439319	13	32359272,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359642,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047439943.1	chr20	+	32359272	32439319	14	32359272,32360793,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359851,32360806,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047439941.1	chr20	+	32359272	32439319	14	32359272,32360709,32366383,32367726,32369014,32428127,32428324,32429337,32429900,32431320,32431582,32432879,32433283,32434431,	32359851,32360806,32366466,32367729,32369123,32428248,32428422,32429431,32430053,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
XM_047440412.1	chr20	+	37344698	37406050	13	37344698,37365203,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37365277,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
NM_005417.5	chr20	+	37344698	37406050	14	37344698,37365203,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_017028026.2	chr20	+	37344698	37406050	15	37344698,37365203,37382618,37384149,37386074,37386459,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37365277,37382786,37384403,37386174,37386477,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440409.1	chr20	+	37344698	37406050	14	37344698,37365203,37382618,37383756,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440413.1	chr20	+	37344698	37406050	14	37344698,37345048,37365203,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37345229,37365277,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440403.1	chr20	+	37344698	37406050	15	37344698,37345048,37365203,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37345229,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440398.1	chr20	+	37344698	37406050	16	37344698,37345048,37365203,37382618,37384149,37386074,37386459,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37345229,37365277,37382786,37384403,37386174,37386477,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440406.1	chr20	+	37344698	37406050	16	37344698,37345048,37365203,37380638,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37345229,37365277,37380810,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440410.1	chr20	+	37344698	37406050	14	37344698,37345048,37365203,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37365277,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440401.1	chr20	+	37344698	37406050	15	37344698,37345048,37365203,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440397.1	chr20	+	37344698	37406050	16	37344698,37345048,37365203,37382618,37384149,37386074,37386459,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37365277,37382786,37384403,37386174,37386477,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440408.1	chr20	+	37344698	37406050	15	37344698,37345048,37365203,37382618,37383756,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440405.1	chr20	+	37344698	37406050	16	37344698,37345048,37365203,37380638,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37365277,37380810,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440411.1	chr20	+	37344698	37406050	15	37344698,37345048,37347117,37365203,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37347236,37365277,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440402.1	chr20	+	37344698	37406050	16	37344698,37345048,37347117,37365203,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37347236,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440396.1	chr20	+	37344698	37406050	17	37344698,37345048,37347117,37365203,37382618,37384149,37386074,37386459,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37347236,37365277,37382786,37384403,37386174,37386477,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440407.1	chr20	+	37344698	37406050	16	37344698,37345048,37347117,37365203,37382618,37383756,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37347236,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440400.1	chr20	+	37344698	37406050	18	37344698,37345048,37347117,37350942,37365203,37382618,37384149,37386074,37386459,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37347236,37351070,37365277,37382786,37384403,37386174,37386477,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440399.1	chr20	+	37344698	37406050	19	37344698,37345048,37347117,37350942,37351211,37365203,37382618,37384149,37386074,37386459,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37344887,37346255,37347236,37351070,37351320,37365277,37382786,37384403,37386174,37386477,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
NM_198291.3	chr20	+	37346139	37406050	14	37346139,37365203,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37346255,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440404.1	chr20	+	37354771	37406050	14	37354771,37365203,37382618,37384149,37386074,37393894,37394173,37396161,37397698,37400114,37401601,37402434,37402748,37403170,	37354860,37365277,37382786,37384403,37386174,37393993,37394277,37396311,37397854,37400294,37401678,37402588,37402880,37406050,	0	SRC
XM_047440208.1	chr20	+	41137542	41172289	25	41137542,41159605,41159869,41160105,41162451,41162641,41162957,41163202,41163377,41163714,41163920,41164080,41164932,41165244,41165449,41165638,41166193,41166475,41166678,41167851,41168766,41169078,41169456,41170160,41172192,	41137858,41159758,41159963,41160153,41162536,41162725,41162992,41163275,41163479,41163833,41164006,41164201,41165101,41165367,41165551,41165826,41166394,41166595,41166859,41167929,41168870,41169175,41169526,41170269,41172289,	0	PLCG1
XM_011528867.3	chr20	+	41137542	41172490	25	41137542,41159605,41159869,41160105,41162451,41162641,41162957,41163202,41163377,41163714,41163920,41164080,41164932,41165244,41165449,41165638,41166193,41166475,41166678,41167851,41168766,41169078,41169456,41170160,41172420,	41137858,41159758,41159963,41160153,41162536,41162725,41162992,41163275,41163479,41163833,41164006,41164201,41165101,41165367,41165551,41165826,41166394,41166595,41166859,41167929,41168870,41169175,41169526,41170269,41172490,	0	PLCG1
XM_047440207.1	chr20	+	41137542	41172596	25	41137542,41159605,41159869,41160105,41162451,41162641,41162957,41163202,41163377,41163714,41163920,41164080,41164932,41165244,41165449,41165638,41166193,41166475,41166678,41167851,41168766,41169078,41169456,41170111,41172420,	41137858,41159758,41159963,41160153,41162536,41162725,41162992,41163275,41163479,41163833,41164006,41164201,41165101,41165367,41165551,41165826,41166394,41166595,41166859,41167929,41168870,41169175,41169526,41170269,41172596,	0	PLCG1
NM_182811.2	chr20	+	41137542	41177626	32	41137542,41159605,41159869,41160105,41162451,41162641,41162957,41163202,41163377,41163714,41163920,41164080,41164932,41165244,41165449,41165638,41166193,41166475,41166678,41167851,41168766,41169078,41169456,41170111,41172192,41172420,41172728,41173419,41173651,41173922,41174126,41174466,	41137858,41159758,41159963,41160153,41162536,41162725,41162992,41163275,41163479,41163833,41164006,41164201,41165101,41165367,41165551,41165826,41166394,41166595,41166859,41167929,41168870,41169175,41169526,41170269,41172289,41172645,41172877,41173534,41173813,41174011,41174311,41177626,	0	PLCG1
NM_002660.3	chr20	+	41137542	41177626	32	41137542,41159605,41159869,41160105,41162451,41162641,41162957,41163202,41163377,41163714,41163920,41164080,41164932,41165244,41165449,41165638,41166193,41166475,41166678,41167851,41168766,41169078,41169456,41170111,41172192,41172420,41172728,41173419,41173651,41173922,41174123,41174466,	41137858,41159758,41159963,41160153,41162536,41162725,41162992,41163275,41163479,41163833,41164006,41164201,41165101,41165367,41165551,41165826,41166394,41166595,41166859,41167929,41168870,41169175,41169526,41170269,41172289,41172645,41172877,41173534,41173813,41174011,41174311,41177626,	0	PLCG1
XM_005260438.3	chr20	+	41137542	41177626	31	41137542,41159605,41159869,41160105,41162451,41162641,41162957,41163202,41163377,41163714,41163920,41164080,41164932,41165244,41165449,41165638,41166193,41166475,41166678,41167851,41168766,41169078,41169456,41170111,41172192,41172420,41172728,41173419,41173922,41174123,41174466,	41137858,41159758,41159963,41160153,41162536,41162725,41162992,41163275,41163479,41163833,41164006,41164201,41165101,41165367,41165551,41165826,41166394,41166595,41166859,41167929,41168870,41169175,41169526,41170269,41172289,41172645,41172877,41173813,41174011,41174311,41177626,	0	PLCG1
NM_001164603.1	chr20	+	32358343	32372549	5	32358343,32366383,32367726,32369014,32372163,	32358832,32366466,32367729,32369123,32372549,	0	ASXL1
XM_006723733.2	chr20	+	32429342	32439319	6	32429342,32431320,32431582,32432879,32433283,32434431,	32431176,32431484,32431679,32432985,32433917,32439319,	0	ASXL1
NM_001001890.3	chr21	-	34787800	34888699	6	34787800,34799300,34834409,34859473,34880556,34886842,	34792610,34799462,34834601,34859578,34880713,34888699,	0	RUNX1
XM_005261068.4	chr21	-	34787800	34889760	7	34787800,34799300,34834409,34859473,34880556,34886842,34889676,	34792610,34799462,34834601,34859578,34880713,34887096,34889760,	0	RUNX1
XM_047441013.1	chr21	-	34787800	34889760	6	34787800,34799300,34859473,34880556,34886842,34889676,	34792610,34799462,34859578,34880713,34887096,34889760,	0	RUNX1
XM_047441007.1	chr21	-	34787800	35049302	8	34787800,34799300,34834409,34859473,34880556,34886842,34892924,35048841,	34792610,34799462,34834601,34859578,34880713,34887096,34892963,35049302,	0	RUNX1
XM_047441011.1	chr21	-	34787800	35049302	7	34787800,34799300,34859473,34880556,34886842,34892924,35048841,	34792610,34799462,34859578,34880713,34887096,34892963,35049302,	0	RUNX1
XM_047441009.1	chr21	-	34787800	35049302	7	34787800,34799300,34834409,34859473,34880556,34886842,35048841,	34792610,34799462,34834601,34859578,34880713,34887096,35049302,	0	RUNX1
XM_047441014.1	chr21	-	34787800	35049302	6	34787800,34799300,34859473,34880556,34886842,35048841,	34792610,34799462,34859578,34880713,34887096,35049302,	0	RUNX1
XM_011529766.3	chr21	-	34787800	35049302	9	34787800,34799300,34834409,34859473,34880556,34886842,34892924,35048841,35049080,	34792610,34799462,34834601,34859578,34880713,34887096,34892963,35048958,35049302,	0	RUNX1
XM_047441012.1	chr21	-	34787800	35049302	8	34787800,34799300,34859473,34880556,34886842,34892924,35048841,35049080,	34792610,34799462,34859578,34880713,34887096,34892963,35048958,35049302,	0	RUNX1
XM_047441010.1	chr21	-	34787800	35049302	8	34787800,34799300,34834409,34859473,34880556,34886842,35048841,35049080,	34792610,34799462,34834601,34859578,34880713,34887096,35048958,35049302,	0	RUNX1
XM_047441015.1	chr21	-	34787800	35049302	7	34787800,34799300,34859473,34880556,34886842,35048841,35049080,	34792610,34799462,34859578,34880713,34887096,35048958,35049302,	0	RUNX1
NM_001754.5	chr21	-	34787800	35049302	9	34787800,34799300,34834409,34859473,34880556,34886842,34892924,35048841,35049167,	34792610,34799462,34834601,34859578,34880713,34887096,34892963,35048958,35049302,	0	RUNX1
XM_005261069.5	chr21	-	34787800	35049302	8	34787800,34799300,34859473,34880556,34886842,34892924,35048841,35049167,	34792610,34799462,34859578,34880713,34887096,34892963,35048958,35049302,	0	RUNX1
XM_011529767.3	chr21	-	34787800	35049302	8	34787800,34799300,34834409,34859473,34880556,34886842,35048841,35049167,	34792610,34799462,34834601,34859578,34880713,34887096,35048958,35049302,	0	RUNX1
XM_011529768.3	chr21	-	34787800	35049302	7	34787800,34799300,34859473,34880556,34886842,35048841,35049167,	34792610,34799462,34859578,34880713,34887096,35048958,35049302,	0	RUNX1
NM_001122607.2	chr21	-	34821278	34888699	5	34821278,34834409,34859473,34880556,34886842,	34821696,34834601,34859578,34880713,34888699,	0	RUNX1
XM_011529770.3	chr21	-	34821278	35049302	8	34821278,34834409,34859473,34880556,34886842,34892924,35048841,35049167,	34821696,34834601,34859578,34880713,34887096,34892963,35048958,35049302,	0	RUNX1
XM_047441016.1	chr21	-	34887208	34890081	2	34887208,34889676,	34889471,34890081,	0	RUNX1
NM_001025204.2	chr21	-	43092955	43107570	9	43092955,43094470,43094654,43095437,43095693,43100452,43101365,43104314,43107450,	43093249,43094563,43094788,43095536,43095743,43100519,43101432,43104402,43107570,	0	U2AF1
NM_006758.3	chr21	-	43092955	43107570	8	43092955,43094470,43094654,43095437,43095693,43100452,43104314,43107450,	43093249,43094563,43094788,43095536,43095743,43100519,43104402,43107570,	0	U2AF1
XM_024452130.2	chr21	-	43092955	43107578	10	43092955,43094470,43094654,43095437,43095693,43100452,43104314,43105501,43105785,43107450,	43093249,43094563,43094788,43095536,43095743,43100519,43104402,43105555,43105845,43107578,	0	U2AF1
XM_024452131.2	chr21	-	43092955	43107578	9	43092955,43094470,43094654,43095437,43095693,43100452,43104314,43105785,43107450,	43093249,43094563,43094788,43095536,43095743,43100519,43104402,43105845,43107578,	0	U2AF1
XM_024452129.2	chr21	-	43092955	43107578	9	43092955,43094470,43094654,43095437,43095693,43100452,43104314,43105501,43107450,	43093249,43094563,43094788,43095536,43095743,43100519,43104402,43105555,43107578,	0	U2AF1
NM_001025203.1	chr21	-	43092955	43107578	8	43092955,43094470,43094654,43095437,43095693,43101365,43104314,43107450,	43093249,43094563,43094788,43095536,43095743,43101432,43104402,43107578,	0	U2AF1
XM_017028468.3	chr21	-	43092955	43107578	7	43092955,43094470,43094654,43095693,43101365,43104314,43107450,	43093249,43094563,43094788,43095743,43101432,43104402,43107578,	0	U2AF1
XM_011529743.4	chr21	-	43092955	43107578	7	43092955,43094470,43094654,43095693,43100452,43104314,43107450,	43093249,43094563,43094788,43095743,43100519,43104402,43107578,	0	U2AF1
